structure_review_rank,structure_id,representative_candidate_id,representative_name,lon,lat,radius_km,diameter_km,member_count,member_candidate_ids,radius_min_km,radius_max_km,followup_score,review_tier,domain,geology_independence,geology_boundary_coincidence,geology_nearby_types,tid_artifact_risk,active_fault_coverage,nearest_active_fault_km,nearest_active_fault_name,nearest_active_fault_slip_type,fault_length_within_radius_km,fault_intersects_candidate,fault_search_degrees,active_fault_proximity_ratio,fault_control_flag
78,structure_0078,arc_0697,#680,96.32263092501,72.9844766967259,24.491008200315864,48.98201640063173,1,arc_0697,24.491008200315864,24.491008200315864,0.7529407477165038,A_cross_layer,land,1.0,0.0,,0.0,1,1172.3890793604144,,Spreading_Ridge,0.0,0,20,47.870184427331736,no_mapped_active_fault_within_radius
79,structure_0079,arc_1174,#1172,-22.873675234222958,-51.007339037396406,148.7209355674867,297.4418711349734,1,arc_1174,148.7209355674867,148.7209355674867,0.7516481855390634,A_cross_layer,ocean,1.0,0.0,,0.2271355281102759,1,544.672068187482,,Subduction_Thrust,0.0,0,5,3.662376558546596,no_mapped_active_fault_within_radius
80,structure_0080,arc_1253,#1250,-63.34284294290407,18.02426006619571,105.6672833410219,211.3345666820438,1,arc_1253,105.6672833410219,105.6672833410219,0.7509619247835904,C_morphology,ocean,0.8148037030355166,0.1851962969644834,accretionary complex;continental back-arc basin;oceanic back-arc basin;ophiolite complex;volcanic arc,0.3539672272531263,1,27.453114280057758,,Sinistral-Normal,206.94048917834013,1,2,0.25980713624914376,intersects_active_fault
81,structure_0081,arc_0799,#783,132.6778315255176,-29.59640608303623,21.04194287012234,42.08388574024468,1,arc_0799,21.04194287012234,21.04194287012234,0.7509427582711939,C_morphology,land,1.0,0.0,,0.0,1,24.378367264113937,Woomera Scarp 3,Reverse,0.0,0,2,1.1585606621301598,no_mapped_active_fault_within_radius
82,structure_0082,arc_0788,#782,128.16409169384093,17.063284656222773,240.88449437945152,481.76898875890305,1,arc_0788,240.88449437945152,240.88449437945152,0.7507571506031895,C_morphology,ocean,1.0,0.0,,0.2231297673124859,1,438.4675280172623,,Subduction_Thrust,0.0,0,2,1.8202397341796916,no_mapped_active_fault_within_radius
83,structure_0083,arc_1091,#1088,7.814930181757319,52.582506477987046,37.90516577415735,75.8103315483147,1,arc_1091,37.90516577415735,37.90516577415735,0.7486572682105133,D_background,land,1.0,0.0,,0.0,1,159.32924342905167,,Sinistral-Normal,0.0,0,2,4.2033649022497555,no_mapped_active_fault_within_radius
84,structure_0084,arc_0828,#825,100.20370229969535,72.73381267919373,41.0971872086172,82.1943744172344,1,arc_0828,41.0971872086172,41.0971872086172,0.7485238459140948,D_background,land,1.0,0.0,,0.0,1,1058.792689085818,,Spreading_Ridge,0.0,0,20,25.763142467906217,no_mapped_active_fault_within_radius
85,structure_0085,arc_0343,#329,-2.4232881286682755,57.18324326819182,11.018731499827725,22.03746299965545,1,arc_0343,11.018731499827725,11.018731499827725,0.7481374974363427,D_background,land,1.0,0.0,,0.0,1,754.7894966432366,,Normal,0.0,0,10,68.50057982219074,no_mapped_active_fault_within_radius
86,structure_0086,arc_0719,#702,57.70871416978588,46.08330097243907,36.57815516153552,73.15631032307104,1,arc_0719,36.57815516153552,36.57815516153552,0.7472249767031885,D_background,land,1.0,0.0,passive margin;volcanic arc,0.0,1,801.7738576452897,,Reverse,0.0,0,5,21.919472267109054,no_mapped_active_fault_within_radius
87,structure_0087,arc_1030,#1029,-65.38715120392615,-36.75800446667594,21.09196204666509,42.18392409333018,1,arc_1030,21.09196204666509,21.09196204666509,0.7470848263709238,D_background,land,1.0,0.0,,0.0,1,761.7100598918396,,Subduction_Thrust,0.0,0,2,36.113760218541444,no_mapped_active_fault_within_radius
88,structure_0088,arc_0899,#898,23.782843870533043,44.161313451412475,138.96885692878664,277.93771385757327,2,arc_0896;arc_0899,137.0641479066843,140.87356595088897,0.7467917655129288,D_background,land,0.9472477461758128,0.0527522538241871,shield;volcanic arc,0.0,1,76.01420004915067,,Sinistral-Normal,295.69971061603394,1,2,0.5469873015369442,intersects_active_fault
89,structure_0089,arc_0209,#210,28.757647324651856,-28.777680583263407,14.705794156946066,29.411588313892132,1,arc_0209,14.705794156946066,14.705794156946066,0.7465070598768679,D_background,land,1.0,0.0,,0.0,1,373.71911666733655,,Sinistral_Transform,0.0,0,5,25.413052343780823,no_mapped_active_fault_within_radius
90,structure_0090,arc_1166,#1164,-43.255414372441294,-55.78407665807978,77.04610569360014,154.09221138720028,1,arc_1166,77.04610569360014,77.04610569360014,0.7462142894742874,D_background,ocean,1.0,0.0,,0.0415148161323899,1,210.24653516154933,,Subduction_Thrust,0.0,0,2,2.7288405204756967,no_mapped_active_fault_within_radius
91,structure_0091,arc_0801,#790,129.14031383336498,-28.42495906439678,58.52649546065566,117.05299092131132,1,arc_0801,58.52649546065566,58.52649546065566,0.7438394957833194,D_background,land,1.0,0.0,,0.0,1,173.9961668737374,Harcus Scarp,Reverse,0.0,0,2,2.972946961956846,no_mapped_active_fault_within_radius
92,structure_0092,arc_0544,#539,-175.36563170078537,66.82483035758644,6.602090422789087,13.204180845578174,1,arc_0544,6.602090422789087,6.602090422789087,0.7433902612231873,D_background,land,1.0,0.0,,0.0,1,481.1107125497987,,Normal,0.0,0,10,72.87248155358512,no_mapped_active_fault_within_radius
93,structure_0093,arc_0444,#439,165.77841038401027,19.470614412116877,127.9684991360912,255.9369982721824,1,arc_0444,127.9684991360912,127.9684991360912,0.743052738430854,D_background,ocean,1.0,0.0,,0.1503404249499641,1,1891.566815655286,,Subduction_Thrust,0.0,0,20,14.781503482694234,no_mapped_active_fault_within_radius
94,structure_0094,arc_0466,#460,65.05048315061188,40.75087523479125,53.901558745577425,107.80311749115485,1,arc_0466,53.901558745577425,53.901558745577425,0.7423478853945181,D_background,land,1.0,0.0,,0.0,1,2.2620471270618356,,Dextral,158.47100162565647,1,2,0.04196626553489855,intersects_active_fault
95,structure_0095,arc_1171,#1166,-30.44968601021418,-52.03231314029181,404.5720024831052,809.1440049662104,1,arc_1171,404.5720024831052,404.5720024831052,0.7421145469529453,D_background,ocean,0.8505388301726702,0.1494611698273298,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc,0.3977842040753792,1,307.85359342181357,,Subduction_Thrust,597.1187988809094,1,5,0.7609364749224569,intersects_active_fault
96,structure_0096,arc_0216,#217,27.13068069626243,-32.648095829403545,11.347730185060763,22.695460370121527,1,arc_0216,11.347730185060763,11.347730185060763,0.7417209190377781,D_background,land,1.0,0.0,,0.0,1,321.0860376743611,,Sinistral_Transform,0.0,0,5,28.295177311941153,no_mapped_active_fault_within_radius
97,structure_0097,arc_0646,#629,-37.565222021808495,-52.47161104275827,272.7158904511144,545.4317809022288,1,arc_0646,272.7158904511144,272.7158904511144,0.7412774460227567,D_background,ocean,0.7058410077527675,0.2941589922472325,accretionary complex;oceanic back-arc basin;oceanic crust;passive margin,0.3714344660710179,1,275.03597896389255,,Subduction_Thrust,0.0,0,5,1.0085073462677234,no_mapped_active_fault_within_radius
98,structure_0098,arc_0433,#427,177.65128084048933,12.686511911630593,210.98845133000148,421.97690266000296,1,arc_0433,210.98845133000148,210.98845133000148,0.7408205375323786,D_background,ocean,1.0,0.0,,0.1951987682910458,1,2879.313342111895,,Spreading_Ridge,0.0,0,40,13.646781726495716,no_mapped_active_fault_within_radius
99,structure_0099,arc_0779,#773,166.07188124412892,32.70908664672823,542.7151494411542,1085.4302988823083,1,arc_0779,542.7151494411542,542.7151494411542,0.7406332984491788,D_background,ocean,1.0,0.0,,0.387715965759691,1,1815.7401783345051,,Subduction_Thrust,0.0,0,20,3.3456596525897853,no_mapped_active_fault_within_radius
100,structure_0100,arc_0279,#278,158.91046952052113,12.21033210264095,264.13756417869206,528.2751283573841,1,arc_0279,264.13756417869206,264.13756417869206,0.7396478121430591,D_background,ocean,1.0,0.0,,0.2247754293402178,1,1271.2717812720869,,Subduction_Thrust,0.0,0,20,4.812915517052535,no_mapped_active_fault_within_radius
101,structure_0101,arc_0655,#638,29.74381467334547,-62.30581486311031,71.32125976838711,142.64251953677422,1,arc_0655,71.32125976838711,71.32125976838711,0.7390744800009238,D_background,ocean,1.0,0.0,,0.1917281294230289,1,996.3487718580603,,Spreading_Ridge,0.0,0,10,13.96987062614517,no_mapped_active_fault_within_radius
102,structure_0102,arc_0469,#471,69.5861105463012,-30.28647806093976,114.99888044885792,229.99776089771584,1,arc_0469,114.99888044885792,114.99888044885792,0.7389518576976228,D_background,ocean,1.0,0.0,,0.3342899940562835,1,411.5632753774862,,Spreading_Ridge,0.0,0,5,3.578845931117702,no_mapped_active_fault_within_radius
103,structure_0103,arc_0265,#264,-126.8098439042818,59.968289612378875,10.645939208567896,21.29187841713579,1,arc_0265,10.645939208567896,10.645939208567896,0.7386124176472091,D_background,land,1.0,0.0,,0.0,1,490.37261363942355,Chatham Strait section,Reverse-Strike-Slip,0.0,0,10,46.06194005360933,no_mapped_active_fault_within_radius
104,structure_0104,arc_0785,#779,128.73158541830833,-5.113715608679745,193.74263576568617,387.48527153137235,1,arc_0785,193.74263576568617,193.74263576568617,0.7385694021288717,D_background,ocean,0.8073899336188306,0.1926100663811693,accretionary complex;continental back-arc basin;oceanic back-arc basin;volcanic arc,0.3113001808123937,1,97.50773052844521,,Dextral,545.6102824758165,1,2,0.5032848352820585,intersects_active_fault
105,structure_0105,arc_1035,#1034,-64.7009108702114,-42.986656995541935,37.522068280000184,75.04413656000037,1,arc_1035,37.522068280000184,37.522068280000184,0.7381109623872727,D_background,mixed,1.0,0.0,,0.3837116900459589,1,882.42069529019,,Subduction_Thrust,0.0,0,2,23.51737885836462,no_mapped_active_fault_within_radius
106,structure_0106,arc_0680,#663,11.284529000232027,-24.55968801446939,521.8320759511895,1043.664151902379,1,arc_0680,521.8320759511895,521.8320759511895,0.7376721252283746,D_background,mixed,0.8059502644580435,0.1940497355419565,oceanic crust;orogenic belt;passive margin;shield,0.458860814998081,1,1767.4232191424228,,Normal,0.0,0,20,3.386957798484856,no_mapped_active_fault_within_radius
107,structure_0107,arc_0164,#166,-120.92717095079361,48.799520238388645,10.416541719517166,20.833083439034333,1,arc_0164,10.416541719517166,10.416541719517166,0.7376578855994601,D_background,land,0.3310629528000405,0.6689370471999595,accretionary complex;volcanic arc,0.0,1,79.09720765832793,"Boulder Creek fault, Kendall scarp",Reverse,0.0,0,2,7.593423017749339,no_mapped_active_fault_within_radius
108,structure_0108,arc_0282,#281,-52.61081876390071,-24.147253516880824,71.40316066420817,142.80632132841635,1,arc_0282,71.40316066420817,71.40316066420817,0.7371045298247731,D_background,land,1.0,0.0,,0.0,1,1100.9982038985877,Falla Tostado-Selva,Reverse,0.0,0,10,15.419460338405976,no_mapped_active_fault_within_radius
109,structure_0109,arc_0763,#757,-176.48021960343928,21.434617637719853,455.90946221588257,911.8189244317651,1,arc_0763,455.90946221588257,455.90946221588257,0.7365407742545609,D_background,ocean,0.9412908768701316,0.0587091231298684,oceanic crust,0.2512097205143144,1,2150.6502310745586,,Normal,0.0,0,40,4.71727483044908,no_mapped_active_fault_within_radius
110,structure_0110,arc_1195,#1195,-24.544899603053096,-34.02432224497643,99.40997630397946,198.81995260795892,1,arc_1195,99.40997630397946,99.40997630397946,0.7364395940153013,D_background,ocean,1.0,0.0,,0.2306008163536205,1,651.474255644023,,Spreading_Ridge,0.0,0,10,6.553409223757595,no_mapped_active_fault_within_radius
111,structure_0111,arc_0892,#891,33.156289330863956,38.05569257234007,161.2912722507513,322.5825445015026,1,arc_0892,161.2912722507513,161.2912722507513,0.7363604049923056,D_background,land,0.9149193992203688,0.0850806007796312,accretionary complex;magmatic province;volcanic arc,0.0,1,45.71541693801183,,Sinistral-Normal,1532.7995128517343,1,2,0.2834339161696264,intersects_active_fault
112,structure_0112,arc_1161,#1159,-39.80385670114043,-57.80412953530915,75.986944187618,151.973888375236,1,arc_1161,75.986944187618,75.986944187618,0.7363122260521174,D_background,ocean,1.0,0.0,,0.197257895118444,1,315.2469575635583,,Subduction_Thrust,0.0,0,5,4.148698976302925,no_mapped_active_fault_within_radius
113,structure_0113,arc_0473,#466,46.34922191491722,-24.356377123762435,52.19354634652017,104.38709269304034,1,arc_0473,52.19354634652017,52.19354634652017,0.7357663719542499,D_background,land,1.0,0.0,,0.55,1,777.2796850252649,,Normal,0.0,0,10,14.892256599404027,no_mapped_active_fault_within_radius
114,structure_0114,arc_1246,#1243,-84.68977578221595,7.518455106804908,42.43228010089831,84.86456020179662,1,arc_1246,42.43228010089831,42.43228010089831,0.7356833433429961,D_background,ocean,1.0,0.0,,0.1572735206472666,1,123.50887252611092,Middle America Trench megathrust,Subduction_Thrust,0.0,0,2,2.910729101345091,no_mapped_active_fault_within_radius
115,structure_0115,arc_0126,#128,136.71938090529318,68.459764622845,26.89357318053825,53.7871463610765,1,arc_0126,26.89357318053825,26.89357318053825,0.7355443051326174,D_background,land,0.8645185679780608,0.1354814320219391,continental back-arc basin;passive margin,0.0,1,65.07212699904034,,Sinistral,0.0,0,2,2.4196162615583674,no_mapped_active_fault_within_radius
116,structure_0116,arc_0412,#406,-89.97363175802953,-55.507344680496224,335.6775261915666,671.3550523831332,1,arc_0412,335.6775261915666,335.6775261915666,0.7350917159904964,D_background,ocean,1.0,0.0,,0.418642816439944,1,931.7718400710352,,Subduction_Thrust,0.0,0,20,2.775794527094095,no_mapped_active_fault_within_radius
117,structure_0117,arc_0951,#950,123.65357440978863,45.91308837549808,8.308538023019073,16.617076046038147,1,arc_0951,8.308538023019073,8.308538023019073,0.7344229290853713,D_background,land,1.0,0.0,,0.0,1,941.3578777859678,,Sinistral,0.0,0,10,113.30006255949066,no_mapped_active_fault_within_radius
118,structure_0118,arc_0422,#416,12.516873622456842,40.23107891964804,45.57932904825332,91.15865809650664,1,arc_0422,45.57932904825332,45.57932904825332,0.7342773698738346,D_background,ocean,0.8037811897843965,0.1962188102156034,continental back-arc basin;oceanic back-arc basin,0.0,1,124.0886013129832,,Normal,0.0,0,2,2.7224753831197193,no_mapped_active_fault_within_radius
119,structure_0119,arc_0813,#802,136.13000524603967,-20.357272827409588,22.44775289201661,44.89550578403322,1,arc_0813,22.44775289201661,22.44775289201661,0.7336073988149172,D_background,land,1.0,0.0,,0.0,1,255.48850845100625,Barrow Creek Scarp,Reverse,0.0,0,2,11.38147366821153,no_mapped_active_fault_within_radius
120,structure_0120,arc_0778,#772,-179.89226352134725,5.407292202818755,88.06851298195878,176.13702596391755,1,arc_0778,88.06851298195878,88.06851298195878,0.7332787363939226,D_background,ocean,0.9617380475419836,0.0382619524580164,oceanic crust,0.1861738695837823,1,2148.5420586156893,,Spreading_Ridge,0.0,0,20,24.39625679901996,no_mapped_active_fault_within_radius
121,structure_0121,arc_0453,#448,61.33349193872115,47.393512916860466,18.667863025498885,37.33572605099777,1,arc_0453,18.667863025498885,18.667863025498885,0.7332520682228277,D_background,land,1.0,0.0,,0.0,1,531.8025127203379,,Dextral,0.0,0,10,28.487594535803908,no_mapped_active_fault_within_radius
122,structure_0122,arc_0475,#468,50.73926606763797,-6.928485896905189,165.61496270030122,331.22992540060244,1,arc_0475,165.61496270030122,165.61496270030122,0.7331318203255638,D_background,ocean,1.0,0.0,,0.1608744929842606,1,1012.1161314335625,,,0.0,0,10,6.111260208204133,no_mapped_active_fault_within_radius
123,structure_0123,arc_1192,#1191,-33.954071695359545,-40.71689569219751,151.27604393753808,302.55208787507615,1,arc_1192,151.27604393753808,151.27604393753808,0.7329974495776075,D_background,ocean,1.0,0.0,,0.1792770799024136,1,1444.9029154175257,,Spreading_Ridge,0.0,0,20,9.551432452940974,no_mapped_active_fault_within_radius
124,structure_0124,arc_0578,#572,-171.43207434808903,66.22971230696713,11.572965840313117,23.145931680626234,1,arc_0578,11.572965840313117,11.572965840313117,0.7315853485439522,D_background,land,1.0,0.0,,0.0,1,294.19366240336996,,Normal,0.0,0,10,25.420766505555527,no_mapped_active_fault_within_radius
125,structure_0125,arc_0820,#813,146.39684271296397,-33.356685482059866,42.30720183835108,84.61440367670215,1,arc_0820,42.30720183835108,42.30720183835108,0.7313767626516576,D_background,land,0.8655022974801532,0.1344977025198468,orogenic belt;volcanic arc,0.0,1,259.6090625120094,Iona Ridge,Reverse,0.0,0,5,6.136285342243463,no_mapped_active_fault_within_radius
126,structure_0126,arc_1067,#1067,-71.14165639231484,45.78524315753475,8.044433534947528,16.088867069895056,1,arc_1067,8.044433534947528,8.044433534947528,0.7307670790834069,D_background,land,1.0,0.0,,0.0,1,2493.406330019766,Cay Sal Fault,Reverse,0.0,0,40,309.9542459003025,no_mapped_active_fault_within_radius
127,structure_0127,arc_0087,#088,-27.765263152773798,-36.95822157705624,178.76036650672324,357.5207330134465,1,arc_0087,178.76036650672324,178.76036650672324,0.7304561544156977,D_background,ocean,1.0,0.0,,0.2033166581727149,1,909.5571001638625,,Spreading_Ridge,0.0,0,20,5.088136245959497,no_mapped_active_fault_within_radius
128,structure_0128,arc_0777,#771,178.91394473025343,6.805364341465366,175.59707696125233,351.19415392250465,1,arc_0777,175.59707696125233,175.59707696125233,0.7302161697236029,D_background,ocean,0.9535463154919164,0.0464536845080834,oceanic crust,0.2034894541614186,1,2519.48781707511,,Subduction_Thrust,0.0,0,20,14.348119346149858,no_mapped_active_fault_within_radius
129,structure_0129,arc_0110,#112,168.8825740031653,15.107627721903173,374.37339302349415,748.7467860469883,1,arc_0110,374.37339302349415,374.37339302349415,0.7297216372368509,D_background,ocean,1.0,0.0,,0.1820920779630903,1,2582.464553010518,,Subduction_Thrust,0.0,0,20,6.898098532468233,no_mapped_active_fault_within_radius
130,structure_0130,arc_0755,#740,168.0431994066921,9.485177361366253,232.6687416127817,465.3374832255634,1,arc_0755,232.6687416127817,232.6687416127817,0.7296388186210746,D_background,ocean,1.0,0.0,,0.2103353940986078,1,2083.033330252112,,Subduction_Thrust,0.0,0,20,8.952785474375387,no_mapped_active_fault_within_radius
131,structure_0131,arc_0491,#484,-147.64508098467755,60.68813658813407,329.3613565552998,658.7227131105996,1,arc_0491,329.3613565552998,329.3613565552998,0.729398904039368,D_background,mixed,0.6242395405471157,0.3757604594528843,accretionary complex;foredeep basin;oceanic back-arc basin;oceanic crust;ophiolite complex;passive margin;volcanic arc,0.2998669083806604,1,66.27207407687838,,Reverse,792.6051342890685,1,2,0.20121387272022392,intersects_active_fault
132,structure_0132,arc_1280,#1277,-57.899838917590614,53.60236287382076,45.733005024999734,91.46601004999947,1,arc_1280,45.733005024999734,45.733005024999734,0.7292204744057941,D_background,land,1.0,0.0,,0.1508429602912878,1,2643.5934450999857,,Spreading_Ridge,0.0,0,20,57.80493636171246,no_mapped_active_fault_within_radius
133,structure_0133,arc_1202,#1202,73.01552651769549,-4.4342543844382805,137.3119719671389,274.6239439342778,1,arc_1202,137.3119719671389,137.3119719671389,0.729211588525102,D_background,ocean,0.8987511003911786,0.1012488996088214,narrow rift;oceanic crust,0.1576854578949471,1,92.16853790788602,,Dextral_Transform,169.13600383396155,1,2,0.6712345368541027,intersects_active_fault
